numero,tipo,area_m2,quartos,banheiros,vagas,preco,preco_m2,bairro,rua,descricao,rotulo_manual
17,Apartamentos,41,2,,1,"R$ 120,000","R$ 2,926.83",Cidade Nova,,Apartamento 2 quartos à venda no bairro Cidade Nova em Manaus. Apartamento com 41m²; 1 banheiro e 1 vaga por R$120.000;00. ID 352829050. Confira agora o apartamento!,0
18,Casas,132,3,,2,"R$ 370,000","R$ 2,803.03",Cidade Nova,,Casa 3 quartos à venda no bairro Cidade Nova em Manaus. Casa com 132m²; 1 suíte; 2 banheiros e 2 vagas por R$370.000;00. ID 353593134. Confira agora a casa!,1
19,,44,2,,10,"R$ 400,000","R$ 9,090.91",Cidade Nova,,Imóvel Rural 2 quartos à venda no bairro Cidade Nova em Manaus. Imóvel Rural com 44m²; 1 suíte; 2 banheiros e 10 vagas. ID 352828985. Confira agora!,0
20,Terrenos,300,,,,"R$ 170,000",R$ 566.67,Cidade Nova,Rua Doutor Feliciano Lima,Terreno na cidade nova 1; por traz do banco Bradesco.  Com 10 de frente por 30 de fundos; plano; murado Somente com contrato de compra e venda e ITPU.  Com cadastro na SUHAB. (Superintendência de habitação do Amazonas) Não financia,0
21,Casas,175,3,,4,"R$ 550,000","R$ 3,142.86",Cidade Nova,,Casa 3 quartos à venda no bairro Cidade Nova em Manaus. Casa com 175m²; 1 suíte; 2 banheiros e 4 vagas por R$550.000;00. ID 353577648. Confira agora a casa!,1
22,Terrenos,200,,,,"R$ 120,000",R$ 600.00,Cidade Nova,Avenida Noel Nutels,Lote á venda no Gran Park; localizado no bairro Lago Azul na Avenida Torquato Tapajós; Lotes a partir de: 200m² Valor de venda: 120.000;00 Financiamento direto com a construtora; sem consulta SPC e SERASA; O Smart Gran Park oferece excelente infraestrutura: Playground; malha urbana que prioriza a mo,0
23,Casas,,3,,1,"R$ 200,000",?,Cidade Nova,,Casa 3 quartos à venda no bairro Cidade Nova em Manaus. Casa com 1 suíte; 1 banheiro e 1 vaga por R$200.000;00. ID 353370976. Confira agora a casa!,0
24,Terrenos,22908,,,,"R$ 2,800,000",R$ 122.23,Cidade Nova,Rua Elesbão Veloso,Lote Comercial Estratégico Cidade Nova | 22.900 m²  Em uma das regiões que mais crescem e se consolidam comercialmente em Manaus; surge uma oportunidade rara para investidores visionários.   Este lote comercial com 22.900 m²; localizado na Rua Elesbão (s/n) Cidade Nova; está a apenas 300 metros do D,0
25,Casas,,3,,1,"R$ 289,000",?,Cidade Nova,,Casa 3 quartos à venda no bairro Cidade Nova em Manaus. Casa com 1 banheiro e 1 vaga por R$289.000;00. ID 353467812. Confira agora a casa!,1
26,Casas,193,3,,,"R$ 350,000","R$ 1,813.47",Cidade Nova,,Casa 3 quartos à venda no bairro Cidade Nova em Manaus. Casa com 193m²; 2 suítes e 3 banheiros por R$350.000;00. ID 353457133. Confira agora a casa!,1
27,Terrenos,22908,,,,"R$ 2,800,000",R$ 122.23,Cidade Nova,Rua Elesbão Veloso,Lote Comercial Estratégico Cidade Nova | 22.900 m²  Em uma das regiões que mais crescem e se consolidam comercialmente em Manaus; surge uma oportunidade rara para investidores visionários.   Este lote comercial com 22.900 m²; localizado na Rua Elesbão (s/n) Cidade Nova; está a apenas 300 metros do D,0
28,Casas,,4,,2,"R$ 480,000",?,Cidade Nova,,Casa 4 quartos à venda no Condomínio Condomínio-14430792 em Manaus. Casa com 2 suítes; 3 banheiros e 2 vagas por R$480.000;00. ID 353371062. Confira agora a casa!,1
29,Casas,,4,,1,"R$ 270,000",?,Cidade Nova,,Casa 4 quartos à venda no bairro Cidade Nova em Manaus. Casa com 2 banheiros e 1 vaga por R$270.000;00. ID 353371219. Confira agora a casa!,0
30,Casas,450,9,,2,"R$ 550,000","R$ 1,222.22",Cidade Nova,,Casa 9 quartos à venda no bairro Cidade Nova em Manaus. Casa com 450m²; 8 suítes; 9 banheiros e 2 vagas por R$550.000;00. ID 353423302. Confira agora a casa!,0
31,Casas,72,1,,1,"R$ 85,000","R$ 1,180.56",Cidade Nova,,Casa 1 quarto à venda no bairro Cidade Nova em Manaus. Casa com 72m²; 1 banheiro e 1 vaga por R$85.000;00. ID 353464384. Confira agora a casa!,0
32,Casas,212,3,,2,"R$ 350,000","R$ 1,650.94",Cidade Nova,,Casa 3 quartos à venda no bairro Cidade Nova em Manaus. Casa com 212m²; 1 suíte; 2 banheiros e 2 vagas por R$350.000;00. ID 353596127. Confira agora a casa!,1
33,Casas,75,4,,2,"R$ 200,000","R$ 2,666.67",Cidade Nova,,Casa 4 quartos à venda no bairro Cidade Nova em Manaus. Casa com 75m²; 2 banheiros e 2 vagas por R$200.000;00. ID 353602539. Confira agora a casa!,0
34,Terrenos,4200,,,,"R$ 6,300,000","R$ 1,500.00",Cidade Nova,Avenida Noel Nutels,Vende-se excelente terreno comercial no Bairro Cidade Nova em Av. Principal.   Medindo 4.200m² tendo a possibilidade de aumentar a área de terreno.  Totalmente pronto para construir seu empreendimento com localização estratégica para toda Manaus.   Valor: R$ 6.500.000;00  Agende sua visita!  Contato,0
35,Terrenos,1800,,,,"R$ 850,000",R$ 472.22,Cidade Nova,Avenida Noel Nutels,Vendo Terreno Medindo 22 de frente por 80 de fundos; todo documentado. 100% documentado e em dias com IPTU e já está tudo murado. Imóvel excelente para comportar o seu negócio; podendo ser utilizado como material de construção; marmoraria; ou qualquer outro seguimento...  Valor R$850.000;00 (aceito ,0
36,Terrenos,375,1,1,1,"R$ 550,000","R$ 1,466.67",Cidade Nova,Rua Doutor Augusto Linhares,O imóvel está localizado no bairro Cidade Nova  Sendo 15mt por 25mt tem 375 metros quadrados 100% Documentado,0
37,Casas,,2,,1,"R$ 330,000",?,Cidade Nova,,Casa 2 quartos à venda no bairro Cidade Nova em Manaus. Casa com 1 suíte; 1 banheiro e 1 vaga por R$330.000;00. ID 353564659. Confira agora a casa!,0
38,Terrenos,375,1,1,1,"R$ 550,000","R$ 1,466.67",Cidade Nova,Rua Doutor Augusto Linhares,O imóvel está localizado no bairro Cidade Nova  Sendo 15mt por 25mt tem 375 metros quadrados 100% Documentado,0
39,Terrenos,200,,,,"R$ 120,000",R$ 600.00,Cidade Nova,Avenida Noel Nutels,Lote á venda no Gran Park; localizado no bairro Lago Azul na Avenida Torquato Tapajós; Lotes a partir de: 200m² Valor de venda: 120.000;00 Financiamento direto com a construtora; sem consulta SPC e SERASA; O Smart Gran Park oferece excelente infraestrutura: Playground; malha urbana que prioriza a mo,0
40,Terrenos,10000,,,,"R$ 15,000,000","R$ 1,500.00",Cidade Nova,Avenida Governador José Lindoso,Terreno com 10.000m² em Manaus - Terreno em Manaus  Mais informações: - Contato: Jackson Fonseca - CRECI 6711 - AM - Telefone: (92) 99418*0578 - IG: @jacksonfonseca.imoveis  INFORMAÇÕES DO TERRENO: - Terreno comercial ou residencial na Av. Gov. José Lindoso; - localização estratégica; - Terrenos pla,0
41,Terrenos,3640,,,,"R$ 5,000,000","R$ 1,373.63",Cidade Nova,Avenida Noel Nutels,Vende-se excelente terreno com 3.640 m²; localizado no bairro da Cidade Nova em via pública de intenso movimento; terreno todo murado e plano.  100% documentado.  Valor: R$ 5.000.000;00 (aceita Financiamento Bancário)   Agende sua visita!  Contato Diego Medeiros Creci 6519 Ligação e WhatsApp,0
42,Terrenos,1800,,,,"R$ 850,000",R$ 472.22,Cidade Nova,Avenida Noel Nutels,Vendo Terreno Medindo 22 de frente por 80 de fundos; todo documentado. 100% documentado e em dias com IPTU e já está tudo murado. Imóvel excelente para comportar o seu negócio; podendo ser utilizado como material de construção; marmoraria; ou qualquer outro seguimento...  Valor R$850.000;00 (aceito ,0
43,Terrenos,1,,,,"R$ 850,000","R$ 850,000.00",Cidade Nova,Rua Andrade Muruci,Manaus imóveis - Rua Andrade Murici; 109 - Conj. Villa Real - Cidade Nova *DESCRIÇÃO: - Terreno murado pronto para investimento ou moradia. - Próximo da Eucatur; Hapivida da Cidade Nova e Rua de comercio do canaranas. - Área total : 1.684m² *PONTO DE REFERÊNCIA: - Hospital do Coração Francisca Mende,0
44,Terrenos,300,,,,"R$ 170,000",R$ 566.67,Cidade Nova,Rua Doutor Feliciano Lima,Terreno na cidade nova 1; por traz do banco Bradesco.  Com 10 de frente por 30 de fundos; plano; murado Somente com contrato de compra e venda e ITPU.  Com cadastro na SUHAB. (Superintendência de habitação do Amazonas) Não financia,0
45,Casas,,4,,3,"R$ 380,000",?,Cidade Nova,,Casa 4 quartos à venda no bairro Cidade Nova em Manaus. Casa com 1 suíte; 3 banheiros e 3 vagas por R$380.000;00. ID 353580073. Confira agora a casa!,1
46,Casas,300,3,,3,"R$ 350,000","R$ 1,166.67",Cidade Nova,,Casa 3 quartos à venda no Condomínio Condomínio-16767699 em Manaus. Casa com 300m²; 1 banheiro e 3 vagas por R$350.000;00. ID 353371282. Confira agora a casa!,1
47,Casas,,3,,1,"R$ 220,000",?,Cidade Nova,,Casa Comercial à venda no bairro Cidade Nova em Manaus. Casa com 3 quartos; 1 suíte; 2 banheiros e 1 vaga por R$220.000;00. ID 353371131. Confira agora a casa!,0
48,Casas,,3,,3,"R$ 290,000",?,Cidade Nova,,Casa 3 quartos à venda no Condomínio Cidade Nova em Manaus. Casa com 3 suítes; 4 banheiros e 3 vagas por R$290.000;00. ID 353371306. Confira agora a casa!,1
49,Casas,,2,,2,"R$ 215,000",?,Cidade Nova,,Casa 2 quartos à venda no Condomínio Cidade Nova em Manaus. Casa com 1 banheiro e 2 vagas por R$215.000;00. ID 353371150. Confira agora a casa!,0
50,Terrenos,10000,,,,"R$ 15,000,000","R$ 1,500.00",Cidade Nova,Avenida Governador José Lindoso,Terreno com 10.000m² em Manaus - Terreno em Manaus  Mais informações: - Contato: Jackson Fonseca - CRECI 6711 - AM - Telefone: (92) 99418*0578 - IG: @jacksonfonseca.imoveis  INFORMAÇÕES DO TERRENO: - Terreno comercial ou residencial na Av. Gov. José Lindoso; - localização estratégica; - Terrenos pla,0
51,Casas,250,3,,3,"R$ 450,000","R$ 1,800.00",Cidade Nova,,Casa 3 quartos à venda no bairro Cidade Nova em Manaus. Casa com 250m²; 2 suítes; 1 banheiro e 3 vagas por R$450.000;00. ID 353370898. Confira agora a casa!,1
52,Casas,,8,,1,"R$ 750,000",?,Cidade Nova,,Casa 8 quartos à venda no bairro Cidade Nova em Manaus. Casa com 2 suítes; 2 banheiros e 1 vaga por R$750.000;00. ID 353378809. Confira agora a casa!,0
53,Casas,184,2,,3,"R$ 290,000","R$ 1,576.09",Cidade Nova,,Casa 2 quartos à venda no bairro Cidade Nova em Manaus. Casa com 184m²; 2 banheiros e 3 vagas por R$290.000;00. ID 353640015. Confira agora a casa!,0
54,Casas,,2,,1,"R$ 275,000",?,Cidade Nova,,Casa 2 quartos à venda no bairro Cidade Nova em Manaus. Casa com 1 banheiro e 1 vaga por R$275.000;00. ID 353603769. Confira agora a casa!,0
