numero,tipo,area_m2,quartos,banheiros,vagas,preco,preco_m2,bairro,rua,descricao,rotulo_manual
11,Apartamentos,96,2,3,2,"R$ 850,000","R$ 8,854.17",Nazare,Travessa Almirante Wandenkolk,🏢 Apartamento Mobiliado à Venda – Ed. Quantum Residence | Umarizal.  💰 Valor: R$ 850.000;00 ✔ Aceita financiamento.  Excelente apartamento mobiliado e pronto para morar; localizado em um dos bairros mais valorizados de Belém: Umarizal. Ideal para quem busca conforto; segurança e praticidade em uma r,0
12,Apartamentos,125,2,4,1,"R$ 990,000","R$ 7,920.00",Nazare,Rua João Balbi,<b> Vende-se apartamento no Edifício Torre de Ravena; 125 m²; Nascente</b>   Configuração:   Sala de estar e Jantar com Sacada;  2 Suítes sendo 1 Master;  1 Lavabo;   Cozinha;   Área de serviço com banheiro;   1 vaga de garagem.   Área de lazer com salão de festas; piscina; academia; quadra de futeb,1
13,Apartamentos,169,4,5,4,"R$ 2,155,000","R$ 12,751.48",Nazare,Rua João Balbi,Ed. DOM - UMARIZAL 4 sites  4 vagas.  Apto 2802 disponível para venda Rua João Balbi entre 14 de Março e Alcindo Cacela - Umarizal UNIDADE 2802 * Valor de Venda R$2.155;000 ACEITA PROPOSTA PARA ANALISE (91)9.8.1.7.0.8.2.3.6 NAO FACO PARCERIA - Torre de 31 andares de apartamento - 2 por andar - 3 suí,0
14,Apartamentos,120,2,3,2,"R$ 850,000","R$ 7,083.33",Nazare,Avenida Nazaré,BN | Apartamento à venda em Edifício Feliz  Localização: Av. Nazaré entre Generalíssimo e 14 de Março – em frente ao CAM.   Região nobre e estratégica; próximo à Basílica de Nazaré; escolas renomadas; supermercados; farmácias e com fácil acesso às principais vias da cidade.  Valor: R$850.000 | Condo,1
15,Apartamentos,266,5,6,2,"R$ 1,650,000","R$ 6,203.01",Nazare,Travessa Doutor Moraes,Vendo excelente apartamento mobiliado de 250m² 01 por andar na Dr. Moraes; entre conselheiro Furtado e Mundurucus. - 04 suítes sociais e uma de serviço - ampla sala de estar/jantar com sacada - Armários em todos os ambientes - Cozinha completa com geladeira; fogão; máquina de lavar e mesa  - gás enc,0
16,Apartamentos,45,2,,1,"R$ 4,000,300","R$ 88,895.56",Nazare,,Apartamento 2 quartos à venda no bairro Marambaia em Belém. Apartamento com 45m²; 1 banheiro e 1 vaga por R$4.000.300;00. ID 353708168. Confira agora o apartamento!,0
17,Apartamentos,137,3,2,2,"R$ 740,000","R$ 5,401.46",Nazare,Travessa Benjamim Constant,Excelente apartamento com 137 m² de área privativa; localizado em uma das regiões mais valorizadas e tradicionais de Belém; no bairro de Nazaré; na Travessa Benjamin Constant; entre as Avenidas Nazaré e Brás de Aguiar.  O imóvel possui uma planta ampla e bem distribuída; composta por 3 dormitórios; ,1
18,Apartamentos,70,2,2,1,"R$ 550,000","R$ 7,857.14",Nazare,Travessa Rui Barbosa,Edifício Capri – Batista Campos | Belém/PA  📍 Endereço: Tv. Rui Barbosa; 1688 – Batista Campos; Belém – PA  ✨ Detalhes do Imóvel:  2/4 sendo uma suite quarto  Sala de estar aconchegante  Varanda  Cozinha funcional  Banheiro social  1 vaga de garagem  🔐 Características do Condomínio:  Condomínio fech,0
19,Apartamentos,186,3,5,3,"R$ 2,200,000","R$ 11,827.96",Nazare,Rua João Balbi,🏢 VENDO APARTAMENTO – EDIFÍCIO LISSE 📍 Localização Privilegiada: No coração da cidade; com fácil acesso a tudo que você precisa – escolas; supermercados; hospitais; farmácias e muito mais. Andar alto . 📐 Área Privativa: 186 m² 🛏️ 3 Suítes 🚿 5 Banheiros no total 🚗 3 Vagas de Garagem  💎 Diferenciais d,0
20,Apartamentos,119,3,2,1,"R$ 795,000","R$ 6,680.67",Nazare,Avenida Governador José Malcher,*Apartamento - Edifício Saint Leon -  LOCALIZAÇÃO : Av. Gov. José Malcher; 2271 - São Brás; Belém - PA.  • Valor de condomínio: R$ 950;00  • Valor de venda inicial: R$ 795.000;00  📐 Detalhes do imóvel: • Área: 119 m² • Configuração: 3 quartos; sendo 1 suíte ( e mais 1 quarto de serviço com banheiro),1
21,Apartamentos,98,3,2,2,"R$ 800,000","R$ 8,163.27",Nazare,Avenida Governador José Malcher,Apartamento com 98m2 3 quartos; sendo 1 suíte Sala ampla Sacada Cozinha Lavanderia Banheiro de serviço 2 Vagas de garagem Valor: R$ 800.000;00 Aceita financiamento Condomínio: R$ 1.055;00  LAZER: Piscina adulto e infantil Churrasqueira com área gourmet Quadra poliesportiva Salão de festas Salão de j,1
22,Apartamentos,96,2,3,2,"R$ 850,000","R$ 8,854.17",Nazare,Travessa Almirante Wandenkolk,*Vendo Apto Mobiliado no Ed. Quantum Residence - R$ 850.000;00 ( Aceita Financiamento)*  ✅ Descrição do imóvel:   📐 96m²; andar baixo 🛋️ Sala de estar com sacada envidraçada (reike) 🛏️ 2 suítes com planejados e splits 🚽 Banheiro social 🍽️ Cozinha | Copa com móveis planejados  🧺 Área de serviço  🚗 2 ,0
23,Apartamentos,150,3,4,2,"R$ 2,200,000","R$ 14,666.67",Nazare,Rua Boaventura da Silva,*Apartamento à Venda no Ed. Rio Piave - Umarizal - R$ 2.200.000;00 (Aceita Financiamento)*  Imóvel novo; totalmente reformado com acabamento de altíssimo padrão; em localização privilegiada!  📐 150m² muito bem distribuídos 🛏️ 3 suítes  🛁 Banheiro social 🛋️ Living ampliado 🍲 Cozinha equipada com modu,0
24,Apartamentos,110,3,2,1,"R$ 650,000","R$ 5,909.09",Nazare,Avenida Nazaré,Descubra a exclusividade de viver em Nazaré com vista panorâmica para a deslumbrante Baía do Guajará.  Este apartamento no Edifício Orlando Souza Filho oferece o espaço e a localização que você procura. Com 110 m2 de área privativa; o imóvel dispõe de:  * 3 quartos; sendo 1 suíte * 2 banheiros * 1 v,1
25,Apartamentos,112,3,4,2,"R$ 1,000,000","R$ 8,928.57",Nazare,Travessa Quatorze de Março,Ed Angra dos Reis Localização: Trav. 14 de março entre João Balbi e Boaventura Da Silva; próximo de Padarias; Academias; Restaurantes; Escolas Faculdades e Prédios Comerciais.   Apto com 112m² Andar alto Sala ampla 02 ambientes; Sacada grande;  03 suítes; sendo 01 master (todas com armários modulado,1
26,Apartamentos,220,3,5,2,"R$ 1,390,000","R$ 6,318.18",Nazare,Avenida Serzedelo Corrêa,APARTAMENTO ALTO PADRÃO - ED SOLARIS - BATISTA CAMPOS  📍Localização Privilegiada: Av. Serzedelo Corrêa; 322 - Batista Campos; Belém - PA; 66035-400.  ✨️ Características do apartamento:  - 220 m2; - 1 Apartamento por andar; - Porteira fechada; - 3 Suites com splits; sendo uma delas com closet; - Saca,0
27,Apartamentos,98,3,3,2,"R$ 840,000","R$ 8,571.43",Nazare,Avenida Governador José Malcher,APARTAMENTO À VENDA | ANDAR ALTO NO TORRE DE BARI  Se você busca conforto; localização privilegiada e uma vista incrível; esse imóvel é perfeito para você! 📍 Localização estratégica; com vista para a Av. Gov. José Malcher 🏢 Detalhes do imóvel: ✔️ 98m² bem distribuídos ✔️ Nascente (mais ventilado e i,1
28,Apartamentos,106,2,4,2,"R$ 1,350,000","R$ 12,735.85",Nazare,Rua João Balbi,Kelton Moreira | Imóveis Vende Apartamento no Ed. The Place 📍  - Área: 106m² - Planta: 02 suítes - Andar Médio  - 02 Vagas - 01 Torre - 04 Apartamentos por Andar - Condomínio: R$1.200;00 Incluso Água. - Gás Individual  - IPTU: R$3.500;00  Diferenciais e Lazer Completo:  - Segurança Externa - Piscina,0
29,Apartamentos,69,1,1,1,"R$ 850,000","R$ 12,318.84",Nazare,Rua Boaventura da Silva,MULTIPLEX UNIQUE- VENDA Endereço: R. Boaventura da Silva; 695- Umarizal; Belém- PA; CEP 66055-090  Descrição: Porteira fechada  Duplex 6° andar 63 m² 1/4; mais um espaço reversível que pode se tonar um gabinete ou um quarto de solteiro 01 suíte c/ closet amplo sala de estar com sacada  panorâmica sa,0
30,Apartamentos,96,2,3,2,"R$ 850,000","R$ 8,854.17",Nazare,Travessa Almirante Wandenkolk,O imóvel no bairro Nazaré possui 96 metros quadrados com 2 quartos sendo 2 suites e 3 banheiros Possui área de fitness; espaço gourmet; área de brinquedo para as crianças; salão para festas e eventos; varanda. Vai lhe possibilitar curtir os dias mais quentes na piscina; praticar diversos esportes na,1
31,Apartamentos,181,3,5,3,"R$ 2,800,000","R$ 15,469.61",Nazare,Rua João Balbi,Existem imóveis que chamam atenção pelo tamanho. Outros; pela localização. E existem aqueles que conseguem reunir espaço; conforto; acabamento; praticidade e uma sensação real de estar pronto para viver bem.  Este apartamento no Lunar del Sol tem 181 m²; 3 suítes e 3 vagas de garagem; em um dos edif,0
32,Apartamentos,98,3,3,2,"R$ 860,000","R$ 8,775.51",Nazare,Avenida Governador José Malcher,PARTAMENTO A VENDA Edifício Torre de Bari  Apartamento com 98 m²; NASCENTE; composto por sala para dois ambientes com sacada COM VISTA DA GOV. JOSÉ MALCHER; banheiro social; três quartos (sendo uma suíte); cozinha independente; área de serviço ampla com banheiro e duas vagas de garagem estratégicas ,1
33,Apartamentos,,2,,2,R$ 337,?,Nazare,,Apartamento 2 quartos à venda no bairro Parque Verde em Belém. Apartamento com 1 suíte; 2 banheiros e 2 vagas por R$337;00. ID 353263357. Confira agora o apartamento!,0
34,Apartamentos,186,3,4,3,"R$ 2,100,000","R$ 11,290.32",Nazare,Rua João Balbi,🏢 EDIFÍCIO LISSE – SOFISTICAÇÃO EM NAZARÉ | BELÉM  Imagine chegar em casa e sentir que cada detalhe foi pensado para elevar seu padrão de vida. No Edifício Lisse; morar deixa de ser rotina e passa a ser experiência.  Localizado na Rua João Balbi; 610 – Nazaré; CEP 66055-280; o empreendimento está em,0
35,Apartamentos,186,3,5,3,"R$ 2,200,000","R$ 11,827.96",Nazare,Rua João Balbi,🏢 VENDO APARTAMENTO – EDIFÍCIO LISSE 📍 Localização Privilegiada: No coração da cidade; com fácil acesso a tudo que você precisa – escolas; supermercados; hospitais; farmácias e muito mais. Andar alto . 📐 Área Privativa: 186 m² 🛏️ 3 Suítes 🚿 5 Banheiros no total 🚗 3 Vagas de Garagem  💎 Diferenciais d,0
36,Apartamentos,75,2,2,,"R$ 360,000","R$ 4,800.00",Nazare,Avenida Serzedelo Corrêa,MO25 (91) 9.8022.9159 Vendo apto Térreo; reformado; em frente a Praça Batista campos. Ed. Lourenço Monteiro Lopes 02 Quartos (sendo 01 suíte) Sala estar e jantar Área de serviço Parte elétrica NOVA. Sem vaga de garagem 360 mil (somente à vista) Oportunidade,0
37,Apartamentos,190,4,5,2,"R$ 1,100,000","R$ 5,789.47",Nazare,Avenida Governador José Malcher,O imóvel está localizado no bairro Nazaré tem 190 metros quadrados com 4 quartos sendo 3 suites e 5 banheiros Possui academia; espaço gourmet; jardim; parquinho com diferentes brinquedos; salão de festas. Vai lhe possibilitar curtir os dias mais quentes na piscina; praticar diversos esportes na quad,1
38,Apartamentos,97,3,2,1,"R$ 530,000","R$ 5,463.92",Nazare,Travessa Benjamim Constant,GR IMÓVEIS VENDE – EDIFÍCIO MIRRA  Localizado na Travessa Benjamim Constant; nº 1364 – Belém/PA  Apartamento com 97 m²; planta generosa e bem distribuída. Daqueles imóveis raiz; espaço de verdade; zero aperto e ótima liquidez.  Características do imóvel:  Ampla sala de estar e jantar  3 quartos  Coz,1
39,Apartamentos,145,2,3,2,"R$ 1,300,000","R$ 8,965.52",Nazare,Rua João Balbi,VAZCOB IMÓVEIS VENDE EM PARCERIA   Apartamento duplex no Edifício Sonata Residence; com 145m² de área privativa; localizado em andar alto; oferecendo vista panorâmica e excelente iluminação natural.  O imóvel dispõe de varanda agradável; sala ampla para dois ambientes; 02 suítes espaçosas com closet,1
40,Apartamentos,96,2,3,3,"R$ 850,000","R$ 8,854.17",Nazare,Travessa Almirante Wandenkolk,*Vendo Apto Mobiliado no Ed. Quantum Residence - R$ 850.000;00 ( Aceita Financiamento)*  ✅ Descrição do imóvel:    96m²; andar baixo  Sala de estar com sacada envidraçada (reike)  2 suítes com planejados e splits  Banheiro social  Cozinha | Copa com móveis planejados   Área de serviço   2 vagas de g,1
41,Apartamentos,186,3,4,3,"R$ 2,250,000","R$ 12,096.77",Nazare,Rua João Balbi,Se você pudesse escolher entre comprar um apartamento pronto ou criar exatamente o imóvel que você sempre quis; qual escolheria?  No Edifício Lisse; entregue recentemente pela Porte Engenharia; você poderá implementar o projeto dos seus sonhos.  Localização simplesmente estratégica na Rua João Balbi,0
42,Apartamentos,120,2,3,2,"R$ 850,000","R$ 7,083.33",Nazare,Avenida Nazaré,Apartamento no Ed. Feliz totalmente reformado; projeto da talentosíssima Natália Jacob; com 120 m2 de área privativa e 02 vagas de garagem.  Ótima divisão interna; com um projeto moderno e que privilegia a amplitude; com sala de estar; sala de jantar; cozinha totalmente completa; com churrasqueira; ,1
43,Apartamentos,172,2,3,2,"R$ 1,600,000","R$ 9,302.33",Nazare,Rua Boaventura da Silva,✨*ALTOS DO UMARIZAL*✨  *Descrição* 📐 172m²  🛏️ 2 suítes amplas 🚻 Lavabo 📦 Depósito 🧺 Área de serviço 🍳 Cozinha planejada 🛋️ Salas integradas 🥩 Sacada gourmet 🚗 3 vagas de garagem ❄️ Split nos cômodos  🏢 Condomínio completo: 🔥 Churrasqueira 🏊 Piscina adulto e infantil 🎉 Salão de festas ⚽ Quadra de es,0
